review_id,review_text,product_name,product_brand,PIGMENTATION,LONGEVITY,TEXTURE,HYDRATION,PRICE,is_synthetic,source_fase,method,split
70,"NIVEA Strawberry Shine ini adalah lip balm yang selalu ada di tas saya! Aromanya stroberi yang manis dan segar bikin pengin pakai terus. Yang paling saya suka adalah teksturnya yang lembut dan langsung 'melt' di bibir begitu diaplikasikan, memberikan kelembapan instan. Bibir jadi terasa halus, tidak pecah-pecah, dan ada sedikit kilau cantik yang bikin bibir terlihat lebih sehat. Produk ini benar-benar efektif menjaga kelembapan bibir seharian penuh, apalagi di cuaca kering atau setelah menggunakan lipstik matte. Ini bukan cuma lip balm biasa, tapi juga memberikan sentuhan warna yang sangat natural, cocok untuk sehari-hari",24H Melt-In Moisture,Nivea,positive,no_aspect,positive,positive,no_aspect,False,,,train
152,"Yang kusuka dari lipbalm nivea itu mudah dicarinya, salah satunya yang strawberry shine ini kubeli di supermarket. Overall oke2 aja, melembabkan iya, mengasih warna pink2 di bibir juga iya dan pastinya praktis karena berbentuk stick juga sih ya",24H Melt-In Moisture,Nivea,positive,no_aspect,no_aspect,positive,no_aspect,False,,,train
270,"Lip balm pertamaku dari jaman sampai sampai sekarang kuliah masih pakai ini dan enggak ganti ganti ,lip balm ini serius bikin bibir lembap tahan lama ,dan aku sudah pakai ini lebih dari setahun rutin ,bibirku jadi merah alami permanen ,Bagus banget pokoknya !!",24H Melt-In Moisture,Nivea,no_aspect,positive,no_aspect,positive,no_aspect,False,,,train
78,"Lip balm andalan pas awal awal kuliah, dulu karena belum paham makeup dan bibir kering terus jadi aku pakein ini karena dia ada efek glossy sama warna pinknya keluar. Cuman minusnya karena dia balm jadinya memang enggak stay dan mudah transfer. But sok far okee sih buat daily atau keluar sebentar mah",24H Melt-In Moisture,Nivea,positive,negative,no_aspect,no_aspect,no_aspect,False,,,train
50,"Suka banget sama lip matte OMG ini yang versi reformulasinya karena teksturnya lebih ringan, enggak berat di bibir dan enggak berasa kering yang tertarik gitu. Shade berry ini warnanya pink ada sedikit hint mouve nya, cocok banget buat yang cooltone. Biasanya aku pakai ini untuk dijadikan innerlips ombre.",Oh My Glam Mattelast Lip Cream,Omg,no_aspect,no_aspect,positive,positive,no_aspect,False,,,train
359,"Awal beli karena lihat bias di boy group memakai ini.. eh, enggak tau nya salah beli yaudah deh di pakai terus. lip balm nya juga not bad, dari segi hidrasi nya lumayan dan warna nya juga bagus. Harganya terjangkau, dan pas di pakai juga ringan jadi cocok buat daily",24H Melt-In Moisture,Nivea,positive,no_aspect,positive,neutral,positive,False,,,train
261,"Wajib coba sih ini mah!! lip balm kesukaan gue parah. pas di pakai tuh langsung bikin bibir lembab parah banget. di aplikasiinnya enggak susah juga dan enggak bikin gerah pas di pakai ke bibir! pas di pakai bikin warna bibir jadi agak merah alami,rekomen banget buad anak sekolahan nih!",24H Melt-In Moisture,Nivea,positive,no_aspect,positive,positive,no_aspect,False,,,train
106,"Lip balm yang sangat membantu meredakan bibir pecah pecah. malam diapply, pagi bangun tidur bibir sudah cukup lembab & nyaman. Glow finish ya ini, ada shine shinenya gitu, jadi kalau dipakai siang hari lumayan berat (kecuali apply tipis sebelum pakai lip produk lain, terus ditaptap pakai tisu, ini jauh lebih nyaman & bibir tetap aman lembab). Lipbalm ini kalau di em em ada rasa strawberrynya, enak sih enggak ganggu asal enggak dijilat jilat saja",24H Melt-In Moisture,Nivea,no_aspect,no_aspect,negative,positive,no_aspect,False,,,train
387,"awal-awal pakai cukup melembabkan ya. ada warnanya juga. tapi lama-lama dia bikin kering di bibirku sih, enggak tau kenapa. aku pakai dia langsung sih tanpa apa-apa karena dia lip balm kan. mau coba yang lain dulu karena dia bikin kering lama-lama huhuhu. tapi bisa sih untuk meminimalisir keringnya, asal di touch up terus.",24H Melt-In Moisture,Nivea,neutral,no_aspect,no_aspect,negative,no_aspect,False,,,train
63,"IVEA Strawberry Shine wanginya manis dan bikin bibir lembap seharian! Ada hint warna merah muda natural yang kasih efek fresh. Teksturnya lembut, enggak lengket, dan nyaman dipakai tiap hari. Bibir jadi halus dan glowing alami.",24H Melt-In Moisture,Nivea,positive,no_aspect,positive,positive,no_aspect,False,,,train
27,"Lipcreamyg teksturnya enggaa lengket di bibir, enggak bikin kering bibir, warnanya juga banyak, paling suka yang shade kewl, harganya juga affordable, deh restok sampai enggak tau berapa kali deh, luph banyak banyak sama somethinc ombrella lip cream ini",Oh My Glam Mattelast Lip Cream,Omg,no_aspect,no_aspect,positive,positive,positive,False,,,train
2929,"Lip balm yang saya rekomendasikan untuk Anda yang memiliki bibir kering/cepat kering seperti saya. First impression tentang produk ini membuat bibir saya kelihatan ""berminyak"" namun kesan ini akan hilang setelah 10-15 menit. Warna dari produk ini juga cantik dan sama seperti warna alami bibir.",Baby Lips Love Color,Maybelline,positive,negative,negative,positive,no_aspect,False,,,train
246,"pakai ini sudah dari lama banget, selalu repurchase karena cocok banget di aku! Lipbalmnya ada wangi strawberrynya, terus memang untuk lipbalm ini agak berminyak sedikit ya menurut aku, tapi overall bagus kok untuk bibir yang kering. Lipbalmnya berwarna jg, tapi warna merahnya samar samar gitu, jadi cocok untuk dipakai anak sekolah.",24H Melt-In Moisture,Nivea,neutral,no_aspect,negative,positive,no_aspect,False,,,train
12,Lip matte ini tidak terlalu kering. Namun alangkah lebih baik lagi jika memakai lip balm dahulu sebelum memakai lip matte. Shadenya beragam sehingga kita bisa explore shade yang cocok. Namun terkadang tutupnya lepas ketika produknya ganti formula yang baru.,Oh My Glam Mattelast Lip Cream,Omg,neutral,no_aspect,no_aspect,neutral,no_aspect,False,,,train
2957,"setelah ganti-ganti shade dan varian, kayaknya aku akan berlabuh pada produk yang ini. melembabkannya pas, enggak terlalumengkilat kalau digunain, warnanya enggak terlalu keluarsih di bibirku tapi gapapa toh ini bukan lipstick, harganya terjangkau, selalu tersedia di minimarket sebelah rumahku (gak perlu worry kalau habis, langsung beli)",Baby Lips Love Color,Maybelline,negative,no_aspect,positive,positive,positive,False,,,train
302,"Bikin bibir lembab tahan lama, wanginya enak banget, segar strawberry. Ini ada warnanya tapi sedikitt banget, sheer gtu, dan ada efek glossy sedikit, aman banget kalau mau dipakai sekolah. Aku sudah pakai dari dulu dan masih repurchase terus",24H Melt-In Moisture,Nivea,negative,positive,no_aspect,positive,no_aspect,False,,,train
276,"Untuk bibir sensitive banget: MANTAP! Aku sudah coba banyak banget lip balm and sering ada kendala gatel2 jadi terbawa pengin digigit lips nya buat garuk:"") Tapi ini enggak! Ringan, hydrating, wangi stroberi! sudah repurchase yang ke-3 kalinya karena coba ini itu enggak cocok. Ada color pay-off sheer banget and ngestain nya ya juga secuil begitu ya. Untuk yang bibirnya sensitive kayak aku rekomen boleh dicoba! Sering diskon juga di ecommerce dan harga aslinya juga bersahabat.",24H Melt-In Moisture,Nivea,negative,no_aspect,positive,positive,positive,False,,,train
235,"lip balm yang murah, awet dipakai tiap hari enggak abis2. Packaging oke, mudah dibawa kemana2. dipakai sebelum tidur dan bikin lembab bibir pagi harinya. wanginya enak, dan kasih warna yang pink alami dibibir. Sometime juga aku mengaplikasikan sebelum pakai lipcream.",24H Melt-In Moisture,Nivea,positive,no_aspect,no_aspect,positive,positive,False,,,train
32,"packagingnya bagus pol anti gelinding wkwk, shadenya beuh cakep parah dipakai sendiri atau buat inner ombre, apalagi kalau shade 24 sudah collab sama shade 22, pasti ditanyain sama teman ciwi ""pakai lipen apa kok bagus"" hasil ombrenya bikin segar cutie begitu haha ada hint ungunya, dia juga lembab dan enggak kering di bibir, awet juga tapi kalau dipakai makan makanan berminyak terus menerus ya bakal memudar hehe",Oh My Glam Mattelast Lip Cream,Omg,no_aspect,positive,no_aspect,positive,no_aspect,False,,,train
286,"sebenarnya bagus. membantu banget buat melembabkan bibir. warnanya juga soft, natural dan bikin effect kayak bibir enggak pakai apa-apa cuma sehat dan agak shine saja gitu. cuma aku pribadi agak kurang suka pakai ini karena kayak berasa lengket banget begitu di bibir.",24H Melt-In Moisture,Nivea,positive,no_aspect,negative,positive,no_aspect,False,,,train
383,"lipbalm yang gampang ditemuin di mana pun, terus juga murah ngelembapin banget. kalo pakai ini malam malam pagi paginya bibir ku pink alami memperbaiki bibir ku yang kering dulu kalo sekolah pakai nya liptint wkwk Selama pandemi bibir sudah enggak pernah kering bahkan lipbalm adalah salah satu hal wajib yang ada ditas aku karena pakai masker sekarang juga bahkan bawanya cuma lipbalm saja pakai lipcream atau lip lip an juga enggak kelihatan kan pakai masker wkwk",24H Melt-In Moisture,Nivea,no_aspect,no_aspect,no_aspect,positive,positive,False,,,train
250,"Suka banget pakai ini kapanpun, karena gampang banget tinggal apply dan enggak bikin bibir minyakan parah sih. Ada aroma stroberi nya juga, warnanya merah, aku pakai sebelum lipstik pun enggak bikin lipstiknya enggak menempel gitu. Enak sih asal pakenya enggak yang toomuch ya",24H Melt-In Moisture,Nivea,neutral,no_aspect,positive,no_aspect,no_aspect,False,,,train
17,"Aku tuh suka sama semua warna lip cream omg ini, tapi sayang banget di aku kering huhu. enggak cocok ternyata, baru sekali pakai sudah kering sih bibir bawahnya kayak tebal begitu kulit keringnya dan susah balik ke awal lagi, enggak tau kenapa huhu. Akhirnya aku kasih ke temenku, dan dia cocok aman saja",Oh My Glam Mattelast Lip Cream,Omg,no_aspect,no_aspect,no_aspect,negative,no_aspect,False,,,train
411,Lipbalm pertama ku yang enakk banget. Dia enggak bikin bibir ku pucat dan nyehatin. Kalau dibarengin sama scrub pasti deh bagus banget. Soalnya dia benar-benar mengasih shine ke bibir. Terjangkau juga harganya. Awet? Beuh.. parah. Awet banget sumpah.,24H Melt-In Moisture,Nivea,positive,no_aspect,no_aspect,no_aspect,positive,False,,,train
112,"Jujur beli ini karena dulu belum punya lip balm dan akhirnya beli sok nivea ini dia di pakai nya ringan, bau strawberry yang manis begitu meninggalkan warna pink alami, buat nglembapin bibi ok. repurchase? Maybe no aku masih mencari yang bisa mencerahkan kulit bibirku",24H Melt-In Moisture,Nivea,positive,no_aspect,positive,positive,no_aspect,False,,,train
117,"Kalo kalian suka dengan tipe lipbalm yang super lembabin, ini salah satunya. Finishnya glossy, ada warnanya pink kemerahan natural kok, super moisturizing. Kurang suka kalo buat prep sebelum pakai lip produk, karena jadi enggak nempel, mesti diapus. Tapi tetap sukaa!!",24H Melt-In Moisture,Nivea,positive,no_aspect,no_aspect,positive,no_aspect,False,,,train
141,Menurutku dia ngelembapin bibir tapi b aja. Gampang hilang sendirinya padahal enggak dipakai buat minum atau makan juga kelamaan bakal hilang terus bibir jadi kering banget. Cuma enaknya kalau pakai lip balm ini bisa dijadikan topper bibir seperti lip gloss berwarna atau dipakai waktu travelling jadi sat set karena ada hint warna merah oranyenya dikit :),24H Melt-In Moisture,Nivea,neutral,negative,no_aspect,negative,no_aspect,False,,,train
363,"Bagus, harganya murah banget juga sering diskon. Ini buat sehari hari enak, ringan, bibir jadi segar kelihatannya dan lumayan melembabkan juga, tapi pinknya enggak permanen enggak ngefek di bibirku yang lumayan hitam juga tapi tetap worth tapi buy.",24H Melt-In Moisture,Nivea,negative,negative,positive,positive,positive,False,,,train
288,"beli lip balm ini karena iseng saja malah berujung jatuh cinta banget. wanginya enak banget stoberi"" segar begitu ih!! lumayan tahan lama juga (asal enggak makan/minum lumayan tahan lama). untuk harga menurut gue normal"" saja sih,ga terlalu mahal/terlalu murah.",24H Melt-In Moisture,Nivea,no_aspect,positive,no_aspect,no_aspect,neutral,False,,,train
351,"Really love the fragrance. Wangi nya memang enak banget tapi drying di aku. Plus, agak ada sedikit warnanya dan itu makes me feel kind of uncomfortable kalo mau dipakai ke tempat kayak sekolahan gitu. Semoga enggak drying di kamu yang pengin coba produk ini ya. enggak cocok di aku mungkin cocok di kamu",24H Melt-In Moisture,Nivea,negative,no_aspect,no_aspect,negative,no_aspect,False,,,train
2996,"melembabkan, ada SPF nya, warna natural, tapi aku lebih suka yang pink lolita sih. enggak tau kenapa varian baby lips color lebih jelek print huruf nya, gampang hilang gitu, enggak kayak yang baby lips biasa",Baby Lips Love Color,Maybelline,neutral,negative,no_aspect,positive,no_aspect,False,,,train
83,wah ini lipbalm yang kupake sehari-hari bgt. benaran moisture tapi enggak sampai 24jam ya. ada sedikit warna jadi enggak bikin bibir pucet banget. enggak bikin peeling atau bibir pecah-pecah. benaran recommend! cocok buat dipakai daily di pagi atau malam hari,24H Melt-In Moisture,Nivea,positive,no_aspect,no_aspect,positive,no_aspect,False,,,train
396,"bibir aku termasuk yang KERING BANGET mau minum sebanyak apapun bibir pasti kering. pertama kali mencoba sih yang sodara lama lama ketagihan dong, beli lah produk ini. bibir langsung lembab banget. beberapa menit pakai ini bibir langsung pink, tapi enggak pink banget yaa.",24H Melt-In Moisture,Nivea,no_aspect,no_aspect,no_aspect,positive,no_aspect,False,,,train
180,"entah sudah habis berapa tube saking cintanya sama lip balm nivea strawberry shine ini. waktu dioles di bibir, menurutku lembapnya pas, enggak becek/berminyak. dipakai pas puasa cukup reapply sekali. aromanya manis"" begitu enggak terlalu strong.",24H Melt-In Moisture,Nivea,no_aspect,positive,positive,positive,no_aspect,False,,,train
306,"Lip balm ini cocok buat yang mau simple, enggak ribet, tapi sudah ngelembapin bibir dengan cepat dan bikin bibir jadi warna merah pink begitu deh. packagingnya yang stick jadi bisa dibawa kemana mana, dan dia cukup ngelembapin banget tapi enggak bisa bertahan dalam waktu yang lama. Mungkin bisa 20 menitan itu lipbalm sudah gone wkwwk tapi keseluruhan enak dipakenya, sampai sekarang juga aku masih pakai",24H Melt-In Moisture,Nivea,positive,negative,positive,positive,no_aspect,False,,,train
2947,"dulu ini holy grail aku banget.ini lipbalm yang berwarna, ngelembapin walau enggak tahan lama. warnanya juga natural/sheer dan wanginya enak. ada spfnya juga. dulu aku pakai ini tiap hari tapi awet,bisa tahan 10-11 bulanan! dan sekarang sudah enggak beli lagi deh, lebih prefer ke lip balm yang lebih ngelembapin+dimix sama lipstick/liptint yang warnanya lebih aku suka..",Baby Lips Love Color,Maybelline,neutral,negative,no_aspect,positive,no_aspect,False,,,train
249,"Lumayan suka sih dia finishnya memberikan warna di bibir jadi bisa buat daily. Aromanya suka banget aroma stroberi.. Cuman kurang suka karena dia memberikan kesan glossy begitu seperti lip ice, dan produk ini cepat membuat bibirku kering",24H Melt-In Moisture,Nivea,positive,no_aspect,negative,negative,no_aspect,False,,,train
2932,"Aku biasa pakai ini kalau malam saja atau sebagai base sebelum aku pakai lipstick yang matte (tentu aku blot dulu sebelumnya dengan tissue), hasilnya sih cukup melembabkan yah. Tapi entah kenapa kok akhir-akhir ini jadi enggak terlalu terasa efek melembabkannya? Apakah karena bibirku lagi kering banget yah. Padahal biasanya hasilnya oke banget. Kalau aku pakai di malam hari, esok harinya bibirku enggak kering dan enggak ada dry patches nya sama sekali.",Baby Lips Love Color,Maybelline,no_aspect,no_aspect,no_aspect,negative,no_aspect,False,,,train
42,sudah dari lama memakai brand inj Untuk daily cocok banget Harga eamah di kantong Tapi kwalitas oke punya apalagi shadenya banyak pilihan Dapat promo lagi pas acara Mbx medan di santika jadi makin happy Cocok banget buat di pakai sehari-Hari!!,Oh My Glam Mattelast Lip Cream,Omg,no_aspect,no_aspect,no_aspect,no_aspect,positive,False,,,train
155,"pertama kali coba pas dapat di acara fdx beauty, cuma ya begitu ternyata bikin bibir agak berat ya sayang menurutku. melembapkan sih iya, cuma yang bikin kurang nyaman begitu huhu sayang banget :( malah pas pertama aku apply ke bibiri dia kayak agak panas begitu wah berarti aku yang enggak cocok sih",24H Melt-In Moisture,Nivea,no_aspect,no_aspect,negative,positive,no_aspect,False,,,train
2968,Aku beli warna ini sekaligus barengan sama yang pink lolita. Karena warna kemasannya beda jadi menurutku harus beli dua duanya biar bisa disesuaikan sama warna lipstick kalo mau jadi base. Tapi setelah aku buka..aku agak kecewa karena warnanya hampir sama-sama enggak keliatan. Uselees banget pikirku kalo beli dua. Cuma kelihatan glossy begitu aja. Teksturnya juga agak lengket jadi harus aku bersihin dulu kalo mau ditimpa lagi pakai memakai up. Melembabkan sih dan harganya murah banget.,Baby Lips Love Color,Maybelline,negative,no_aspect,negative,positive,positive,False,,,train
192,"Lip balm favorit aku up till this point! Pertama kali makai pas masih kuliah dan masih loyal makai ini sampai sekarang. Yang varian ini favorit aku karena ada aroma strawberry walaupun enggak yang mencolok baunya. Warnanya juga oke banget enggak ngejreng, bikin bibir aku merahnya natural. Pakai ini juga lumayan ngelembapin sampai beberapa jam jadi gaperlu di reapply lagi. Biasa aku pakai di pagi doang, tapi kalau kondisi bibir lagi kering banget, aku pakai di malam hari setelah skincarean terus bawa tidur. Habisnya juga bisa lumayan lama jadi worth every penny lah untuk lip balm nivea ini.",24H Melt-In Moisture,Nivea,positive,positive,no_aspect,positive,no_aspect,False,,,train
183,Rekomen buat sehari2. Ketahanan kurang jadi musti rajin-rajin pake. Warnanya enggak mencolok walau di swipe berkali2 warnanya enggak akan menambah terang. Ada wangi2 nya juga. Sensasi hanya melembabkan + warna biar enggak pucat. enggak ada spf nya. enggak bikin bibir hitam untuk jangka panjang pemakaian,24H Melt-In Moisture,Nivea,negative,negative,no_aspect,positive,no_aspect,False,,,train
34,"Biasanya aku tim beli lip cream yang merah, tapi akhirnya menemukan warna lip cream selain merah yang cocok dan itu ada di OMG suka banget deh.. Semoga ada promoan lagi beli produk ini. Ringat banget di bibir aku cuss belii",Oh My Glam Mattelast Lip Cream,Omg,no_aspect,no_aspect,positive,no_aspect,no_aspect,False,,,train
85,"Nivea 24H Melt ini Moisture tuh pelembap bibir yang bikin nyaman banget dipakai sehari-hari. Teksturnya lembut, gampang melt di bibir, dan enggak kerasa berat sama sekali. Yang paling aku suka, dia tuh enggak cuma mengasih efek lembap sementara, tapi benaran bikin bibir jadi lebih halus kalau dipakai rutin. Aku pakai yang varian rasa stroberi, baunya enak banget, kayak permen tapi enggak lebay. Warnanya sheer pink, jadi pas banget buat look natural. Cocok buat kamu yang enggak suka lipstik tapi pengin bibir kelihatan segar. Soal ketahanan, memang enggak seharian banget, tapi cukup tahan lama untuk ukuran lip balm. Kalau makan atau minum, ya perlu reapply lagi. Tapi karena kemasannya kecil dan praktis, gampang banget dibawa ke mana-mana. Harganya juga ramah di kantong, jadi worth banget buat yang butuh pelembap bibir harian. Intinya, Nivea 24H Melt ini Moisture ini paket lengkap: melembapkan, ringan, plus wangi enak. Kalau bibir kamu sering kering, ini bisa jadi solusi yang pas.",24H Melt-In Moisture,Nivea,neutral,neutral,positive,positive,positive,False,,,train
185,Beli ini karena benaran cari yang cepat dan apa yang ada saja dan turns out dia basic saja sih dan sok sok banget enggak yang wow dan enggak yang enggak ok begitu sih. Lembabnya gampang banget ilang🥲 enggak begitu hydrating juga jadi suka agak sad tapi kalo mau ditimpa produk lip matte lumayan oke sih buat enggak yang bibir kering kerontang amat tapi tetap kurang lembabnya,24H Melt-In Moisture,Nivea,no_aspect,negative,no_aspect,negative,no_aspect,False,,,train
373,"baunya enak, pas dipakai juga kayak nge sheer begitu enggak kayak lilin, soalnya ada beberapa lip balm yang pas dipakai kayak lilin begitulah teksturnya. bisa bikin bibir aku yang pucat jadi lebih merah. harus sering reapply karena cepat hilang juga, kan. dan soal spf aku enggak tau ini ada spfnya atau enggak",24H Melt-In Moisture,Nivea,positive,negative,positive,no_aspect,no_aspect,False,,,train
2999,"Cocok dibawa kemana-mana dengan ukurannya yang super mungil, ada wanginya juga terus ada warnanya. pink-pink begitu setelah pake. Lumayan bikin bibir enggak kering-kering, cocok buat dipakai sehari-hari begitu",Baby Lips Love Color,Maybelline,neutral,no_aspect,no_aspect,positive,no_aspect,False,,,train
82,"Pakai ini menurutku kelembabannya cepat ilang, jadi harus reapply lagi kalau sudah agak kering. Tipe lip balmnya padat yang enggak gampang patah dan mengasih warna agak ke pink di bibir. Harganya juga masih terjangkau buat kantong mahasiswa.",24H Melt-In Moisture,Nivea,positive,no_aspect,neutral,negative,positive,False,,,train
238,"cuma pakai ini sebelum bobo karena bibir aku sering kering tiap bangun tidur. keringnya bisa seharian sampai ngelupas-ngelupas gituu. sebelum bobo aku mengaplikasikan di bibir yang sudah dibasahin pakai air, oles sampai tebel. paginyaa bibir enggak kering, hurray! repurchase enggak ya? sok far oke sih tapi lagi cari yang lebih moisturizing saja",24H Melt-In Moisture,Nivea,no_aspect,no_aspect,no_aspect,positive,no_aspect,False,,,train
64,"enggak ada warna sih tapi baguss. Wanginyaa nothing? But works well on my lips ngelembapinnya oke. Aku pakai ini selama winter di korea bareng wardah juga and both works good gabuat bibir aku kering dan malah tetap terhidrasi, worth tapi try kok. However aku kasih bintang 4 karena somehow i prefer lip balm yang ada baunya saja 🤣",24H Melt-In Moisture,Nivea,negative,no_aspect,no_aspect,positive,no_aspect,False,,,train
200,"akhirnya balik lagi ke nivea lipbalm moist dan kali ini pilih yang varian strawberry kalau dizoom di balm.nya ada semacam glitternya jadi bikin efek shine dibibir. Karena akhir-akhirnya cuacanya super terik mana kurang hidrasi karena lagi puasa bibir super kering dan mulai pecah-pecah, pakai ini sangat membantu bikin bibir lembab tahan lama, bahkan ketika balm.nya sudah hilang tapi efeknya masih kerasa dibibir, terus ini juga bisa jadi base sebelum pemakaian liptint maupun lipmatte yang bikin enggak crack",24H Melt-In Moisture,Nivea,no_aspect,positive,no_aspect,positive,no_aspect,False,,,train
414,"Lip balm pertama aku, enak banget, wanginya sweet, ya namanya juga strawberry. Warnanya ada cuma natural banget, jatuhnya ke peach di bibirku. Tidak ada SPF. Packagingnya lucu. Lumayan aweet banget. sudah mau setahun belum abis. xxoo",24H Melt-In Moisture,Nivea,neutral,no_aspect,no_aspect,no_aspect,no_aspect,False,,,train
291,"memakai ini gara-gara biar samaan sama Bangtan awkwkwk, tapi ternyata memang bagus sih dia, bikin bibir lembab plus ada hint merahnya di bibir yang bikin makin kelihatan segar mukanya, teksturnya juga aku lumayan suka karena enggak terlalu lengket dibibir",24H Melt-In Moisture,Nivea,positive,no_aspect,positive,positive,no_aspect,False,,,train
275,Aku suka semua produknya Nivea. Lip balm nya pun menurutku sangat affordable dengan kualitas yang bagus. Yang aku kurang suka dari varian ini adalah warnanya merah banget jadi gonjreng wkkw. Aku lebih suka yang watermelon karena terkesan lebih natural.,24H Melt-In Moisture,Nivea,negative,no_aspect,no_aspect,no_aspect,positive,False,,,train
329,"lip balm ini aku dulu aku pakai kalau lagi pengin no-makeup-makeup look. aku beli dia pas baru kenal makeup, shadenya merah yang warm-toned dengan hint oranye. sekarang aku sudah move on dari lip balm ini karena efek moisturizingnya kurang berasa banget di aku dan malah bikin bibir aku pecah-pecah. terus, ternyata aku lebih cocok sama warna pink yang cool-toned buat di bibir aku. selain itu menurut aku lip balm dalam bentuk stick begini juga kurang higienis, karena bibir kita selalu langsung kena ke produknya tiap kali pakai.",24H Melt-In Moisture,Nivea,neutral,no_aspect,no_aspect,negative,no_aspect,False,,,train
