"annotation_id","annotator","created_at","id","label","lead_time","product_brand","product_name","product_price","product_shade","review_id","review_text","updated_at"
44,"7","2026-04-02T06:36:43.224306Z",6,"[{""end"":45,""text"":""ringat buat di pakai sehari-hari"",""start"":13,""labels"":[""TEXTURE-positive""]},{""end"":71,""text"":""gapi sayang mudah hilang"",""start"":47,""labels"":[""LONGEVITY-negative""]},{""end"":102,""text"":""tapi enggak buat bibir kering"",""start"":73,""labels"":[""HYDRATION-positive""]},{""end"":136,""text"":""tidak stay lama.."",""start"":119,""labels"":[""LONGEVITY-negative""]}]",86.983,"Omg","Oh My Glam Mattelast Lip Cream",27500,"24 Berry","review_00006","Bagus banget ringat buat di pakai sehari-hari, gapi sayang mudah hilang, tapi enggak buat bibir kering tapi sayang ini tidak stay lama..","2026-04-02T06:36:43.224313Z"
7,"1","2026-04-01T11:39:04.339234Z",6,"[{""end"":45,""text"":""ringat buat di pakai sehari-hari"",""start"":13,""labels"":[""TEXTURE-positive""]},{""end"":71,""text"":""mudah hilang"",""start"":59,""labels"":[""LONGEVITY-negative""]},{""end"":102,""text"":"" enggak buat bibir kering"",""start"":77,""labels"":[""HYDRATION-positive""]},{""end"":134,""text"":""tidak stay lama"",""start"":119,""labels"":[""LONGEVITY-negative""]}]",68.888,"Omg","Oh My Glam Mattelast Lip Cream",27500,"24 Berry","review_00006","Bagus banget ringat buat di pakai sehari-hari, gapi sayang mudah hilang, tapi enggak buat bibir kering tapi sayang ini tidak stay lama..","2026-04-01T11:39:04.339244Z"
283,"6","2026-04-03T13:20:31.432092Z",9,"[{""end"":42,""text"":""tekstur yang ringan"",""start"":23,""labels"":[""TEXTURE-positive""]},{""end"":64,""text"":""cukup tahan lama "",""start"":47,""labels"":[""LONGEVITY-neutral""]},{""end"":132,""text"":""cukup pigmented"",""start"":117,""labels"":[""PIGMENTATION-neutral""]},{""end"":174,""text"":""harga nya juga terjangkau"",""start"":149,""labels"":[""PRICE-positive""]}]",49.565,"Omg","Oh My Glam Mattelast Lip Cream",27500,"24 Berry","review_00009","lip cream OMG memiliki tekstur yang ringan dan cukup tahan lama ketika digunakan, memiliki warna yang bervariasi dan cukup pigmented ketika dipakai. harga nya juga terjangkau dan mudah didapatkan diseluruh e-commerce. lip cream OMG bagus digunakan untuk ombre lips","2026-04-03T13:20:31.432099Z"
47,"7","2026-04-02T06:40:23.599532Z",9,"[{""end"":80,""text"":"" tekstur yang ringan dan cukup tahan lama ketika digunakan"",""start"":22,""labels"":[""TEXTURE-positive""]},{""end"":147,""text"":""memiliki warna yang bervariasi dan cukup pigmented ketika dipakai"",""start"":82,""labels"":[""PIGMENTATION-positive""]},{""end"":175,""text"":""harga nya juga terjangkau "",""start"":149,""labels"":[""PRICE-positive""]}]",38.78,"Omg","Oh My Glam Mattelast Lip Cream",27500,"24 Berry","review_00009","lip cream OMG memiliki tekstur yang ringan dan cukup tahan lama ketika digunakan, memiliki warna yang bervariasi dan cukup pigmented ketika dipakai. harga nya juga terjangkau dan mudah didapatkan diseluruh e-commerce. lip cream OMG bagus digunakan untuk ombre lips","2026-04-02T06:40:23.599540Z"
10,"1","2026-04-01T11:57:42.706897Z",9,"[{""end"":42,""text"":""tekstur yang ringan"",""start"":23,""labels"":[""TEXTURE-positive""]},{""end"":80,""text"":""cukup tahan lama ketika digunakan"",""start"":47,""labels"":[""LONGEVITY-positive""]},{""end"":147,""text"":""cukup pigmented ketika dipakai"",""start"":117,""labels"":[""PIGMENTATION-positive""]},{""end"":174,""text"":""harga nya juga terjangkau"",""start"":149,""labels"":[""PRICE-positive""]}]",71.13,"Omg","Oh My Glam Mattelast Lip Cream",27500,"24 Berry","review_00009","lip cream OMG memiliki tekstur yang ringan dan cukup tahan lama ketika digunakan, memiliki warna yang bervariasi dan cukup pigmented ketika dipakai. harga nya juga terjangkau dan mudah didapatkan diseluruh e-commerce. lip cream OMG bagus digunakan untuk ombre lips","2026-04-01T11:58:03.800974Z"
287,"6","2026-04-03T13:21:40.191954Z",10,"[{""end"":38,""text"":""Melembabkan bibir, enggak bikin kering"",""start"":0,""labels"":[""HYDRATION-positive""]},{""end"":78,""text"":""pigments banget cocok untuk kulit Asia"",""start"":40,""labels"":[""PIGMENTATION-neutral""]},{""end"":209,""text"":""harga juga affordable banget dan ramah di kantong"",""start"":160,""labels"":[""PRICE-positive""]}]",30.52,"Omg","Oh My Glam Mattelast Lip Cream",27500,"24 Berry","review_00010","Melembabkan bibir, enggak bikin kering, pigments banget cocok untuk kulit Asia dan wanita Indonesia pada umumnya bagus untuk sehari-hari dan juga acara khusus, harga juga affordable banget dan ramah di kantong jadi bisa ganti ganti warna lain","2026-04-03T13:21:40.191963Z"
48,"7","2026-04-02T06:40:56.272482Z",10,"[{""end"":55,""text"":""Melembabkan bibir, enggak bikin kering, pigments banget"",""start"":0,""labels"":[""PIGMENTATION-positive""]},{""end"":209,""text"":""harga juga affordable banget dan ramah di kantong"",""start"":160,""labels"":[""PRICE-positive""]}]",22.302,"Omg","Oh My Glam Mattelast Lip Cream",27500,"24 Berry","review_00010","Melembabkan bibir, enggak bikin kering, pigments banget cocok untuk kulit Asia dan wanita Indonesia pada umumnya bagus untuk sehari-hari dan juga acara khusus, harga juga affordable banget dan ramah di kantong jadi bisa ganti ganti warna lain","2026-04-02T06:40:56.272490Z"
11,"1","2026-04-01T11:59:08.880720Z",10,"[{""end"":17,""text"":""Melembabkan bibir"",""start"":0,""labels"":[""HYDRATION-positive""]},{""end"":38,""text"":""enggak bikin kering"",""start"":19,""labels"":[""HYDRATION-positive""]},{""end"":55,""text"":""pigments banget"",""start"":40,""labels"":[""PIGMENTATION-positive""]},{""end"":188,""text"":""harga juga affordable banget"",""start"":160,""labels"":[""PRICE-positive""]},{""end"":209,""text"":""amah di kantong"",""start"":194,""labels"":[""PRICE-positive""]}]",55.287,"Omg","Oh My Glam Mattelast Lip Cream",27500,"24 Berry","review_00010","Melembabkan bibir, enggak bikin kering, pigments banget cocok untuk kulit Asia dan wanita Indonesia pada umumnya bagus untuk sehari-hari dan juga acara khusus, harga juga affordable banget dan ramah di kantong jadi bisa ganti ganti warna lain","2026-04-01T11:59:08.880764Z"
292,"6","2026-04-03T13:23:01.008910Z",12,"[{""end"":34,""text"":""tidak terlalu kering"",""start"":14,""labels"":[""HYDRATION-neutral""]}]",22.746,"Omg","Oh My Glam Mattelast Lip Cream",27500,"24 Berry","review_00012","Lip matte ini tidak terlalu kering. Namun alangkah lebih baik lagi jika memakai lip balm dahulu sebelum memakai lip matte. Shadenya beragam sehingga kita bisa explore shade yang cocok. Namun terkadang tutupnya lepas ketika produknya ganti formula yang baru.","2026-04-03T13:23:01.008919Z"
50,"7","2026-04-02T06:44:07.433795Z",12,"[{""end"":35,""text"":""tidak terlalu kering."",""start"":14,""labels"":[""HYDRATION-positive""]},{""end"":139,""text"":""Shadenya beragam"",""start"":123,""labels"":[""PIGMENTATION-neutral""]}]",75.782,"Omg","Oh My Glam Mattelast Lip Cream",27500,"24 Berry","review_00012","Lip matte ini tidak terlalu kering. Namun alangkah lebih baik lagi jika memakai lip balm dahulu sebelum memakai lip matte. Shadenya beragam sehingga kita bisa explore shade yang cocok. Namun terkadang tutupnya lepas ketika produknya ganti formula yang baru.","2026-04-02T06:44:07.433836Z"
13,"1","2026-04-01T12:00:13.674739Z",12,"[{""end"":34,""text"":""tidak terlalu kering"",""start"":14,""labels"":[""HYDRATION-neutral""]}]",19.183,"Omg","Oh My Glam Mattelast Lip Cream",27500,"24 Berry","review_00012","Lip matte ini tidak terlalu kering. Namun alangkah lebih baik lagi jika memakai lip balm dahulu sebelum memakai lip matte. Shadenya beragam sehingga kita bisa explore shade yang cocok. Namun terkadang tutupnya lepas ketika produknya ganti formula yang baru.","2026-04-01T12:00:13.674769Z"
293,"6","2026-04-03T13:23:59.334281Z",13,"[{""end"":39,""text"":""murah meriah"",""start"":27,""labels"":[""PRICE-positive""]},{""end"":106,""text"":""enggak kerasa kering, enggak bikin kering"",""start"":65,""labels"":[""HYDRATION-positive""]},{""end"":142,""text"":""warnanya juga langsung cover bibir"",""start"":108,""labels"":[""PIGMENTATION-positive""]},{""end"":193,""text"":""harga enggak sampai 30 ribu"",""start"":166,""labels"":[""PRICE-positive""]},{""end"":63,""text"":""Ringan di bibir"",""start"":48,""labels"":[""TEXTURE-positive""]}]",82.606,"Omg","Oh My Glam Mattelast Lip Cream",27500,"24 Berry","review_00013","Mantep! Definisi lip matte murah meriah mantep. Ringan di bibir, enggak kerasa kering, enggak bikin kering, warnanya juga langsung cover bibir. benar benar top untuk harga enggak sampai 30 ribu. Berani adu banget sampai lip matte yang harganya di atas OMG.","2026-04-03T13:24:33.296305Z"
51,"7","2026-04-02T06:46:23.152758Z",13,"[{""end"":46,""text"":""lip matte murah meriah mantep"",""start"":17,""labels"":[""PRICE-positive""]},{""end"":63,""text"":""Ringan di bibir"",""start"":48,""labels"":[""TEXTURE-positive""]},{""end"":107,""text"":""enggak kerasa kering, enggak bikin kering,"",""start"":65,""labels"":[""HYDRATION-positive""]},{""end"":142,""text"":""warnanya juga langsung cover bibir"",""start"":108,""labels"":[""PIGMENTATION-positive""]},{""end"":193,""text"":""benar benar top untuk harga enggak sampai 30 ribu"",""start"":144,""labels"":[""PRICE-positive""]}]",99.84,"Omg","Oh My Glam Mattelast Lip Cream",27500,"24 Berry","review_00013","Mantep! Definisi lip matte murah meriah mantep. Ringan di bibir, enggak kerasa kering, enggak bikin kering, warnanya juga langsung cover bibir. benar benar top untuk harga enggak sampai 30 ribu. Berani adu banget sampai lip matte yang harganya di atas OMG.","2026-04-02T06:46:23.152776Z"
14,"1","2026-04-01T12:01:10.655035Z",13,"[{""end"":46,""text"":""Definisi lip matte murah meriah mantep"",""start"":8,""labels"":[""PRICE-positive""]},{""end"":63,""text"":""Ringan di bibir"",""start"":48,""labels"":[""TEXTURE-positive""]},{""end"":85,""text"":""enggak kerasa kering"",""start"":65,""labels"":[""HYDRATION-positive""]},{""end"":106,""text"":""enggak bikin kering"",""start"":87,""labels"":[""HYDRATION-positive""]},{""end"":142,""text"":""warnanya juga langsung cover bibir"",""start"":108,""labels"":[""PIGMENTATION-positive""]},{""end"":193,""text"":""harga enggak sampai 30 ribu"",""start"":166,""labels"":[""PRICE-neutral""]}]",48.192,"Omg","Oh My Glam Mattelast Lip Cream",27500,"24 Berry","review_00013","Mantep! Definisi lip matte murah meriah mantep. Ringan di bibir, enggak kerasa kering, enggak bikin kering, warnanya juga langsung cover bibir. benar benar top untuk harga enggak sampai 30 ribu. Berani adu banget sampai lip matte yang harganya di atas OMG.","2026-04-01T12:01:10.655053Z"
302,"6","2026-04-03T13:27:46.709916Z",15,"[{""end"":95,""text"":""enggak lengket"",""start"":81,""labels"":[""TEXTURE-positive""]},{""end"":51,""text"":""tahan lama"",""start"":41,""labels"":[""LONGEVITY-positive""]}]",54.001,"Omg","Oh My Glam Mattelast Lip Cream",27500,"24 Berry","review_00015","Sangat suka, warnanya bagus, cantik, dan tahan lama. enggak buat bibir gelap dan enggak lengket juga. Suka banget sama produk satu ini, harus beli lagi inii. Cantik, sehat, bibir cantik dan sangat ku suka sekalii, harus banget dibeli ya jangan enggs","2026-04-03T13:27:46.709924Z"
53,"7","2026-04-02T06:48:39.717286Z",15,"[{""end"":51,""text"":""tahan lama"",""start"":41,""labels"":[""LONGEVITY-positive""]},{""end"":100,""text"":""enggak lengket juga"",""start"":81,""labels"":[""TEXTURE-positive""]}]",64.567,"Omg","Oh My Glam Mattelast Lip Cream",27500,"24 Berry","review_00015","Sangat suka, warnanya bagus, cantik, dan tahan lama. enggak buat bibir gelap dan enggak lengket juga. Suka banget sama produk satu ini, harus beli lagi inii. Cantik, sehat, bibir cantik dan sangat ku suka sekalii, harus banget dibeli ya jangan enggs","2026-04-02T06:48:39.717301Z"
16,"1","2026-04-01T12:02:43.634467Z",15,"[{""end"":51,""text"":""tahan lama"",""start"":41,""labels"":[""LONGEVITY-positive""]},{""end"":100,""text"":""enggak lengket juga"",""start"":81,""labels"":[""TEXTURE-positive""]}]",48.182,"Omg","Oh My Glam Mattelast Lip Cream",27500,"24 Berry","review_00015","Sangat suka, warnanya bagus, cantik, dan tahan lama. enggak buat bibir gelap dan enggak lengket juga. Suka banget sama produk satu ini, harus beli lagi inii. Cantik, sehat, bibir cantik dan sangat ku suka sekalii, harus banget dibeli ya jangan enggs","2026-04-01T12:02:43.634489Z"
308,"6","2026-04-03T13:32:10.929720Z",19,"[{""end"":75,""text"":""super soft"",""start"":65,""labels"":[""TEXTURE-positive""]},{""end"":123,""text"":""waktu di applly ke bibir ringan banget"",""start"":85,""labels"":[""TEXTURE-positive""]},{""end"":138,""text"":""enggak ganjel"",""start"":125,""labels"":[""TEXTURE-positive""]}]",35.344,"Omg","Oh My Glam Mattelast Lip Cream",27500,"24 Berry","review_00019","literally perfect product buat bikin lip blurring yang matte dan super soft itu. ini waktu di applly ke bibir ringan banget! enggak ganjel suka deh! aarnannya juga cantik cocok dijadikan ombre lips hihi! tinggal dicomboin sama lipgloos uh perfecto","2026-04-03T13:32:10.929729Z"
57,"7","2026-04-02T06:52:53.067773Z",19,"[{""end"":123,""text"":""waktu di applly ke bibir ringan banget"",""start"":85,""labels"":[""TEXTURE-positive""]},{""end"":197,""text"":""aarnannya juga cantik cocok dijadikan ombre lips"",""start"":149,""labels"":[""PIGMENTATION-positive""]}]",52.462,"Omg","Oh My Glam Mattelast Lip Cream",27500,"24 Berry","review_00019","literally perfect product buat bikin lip blurring yang matte dan super soft itu. ini waktu di applly ke bibir ringan banget! enggak ganjel suka deh! aarnannya juga cantik cocok dijadikan ombre lips hihi! tinggal dicomboin sama lipgloos uh perfecto","2026-04-02T06:52:53.067817Z"
20,"1","2026-04-01T12:08:28.991067Z",19,"[{""end"":123,""text"":""applly ke bibir ringan banget"",""start"":94,""labels"":[""TEXTURE-positive""]}]",23.423,"Omg","Oh My Glam Mattelast Lip Cream",27500,"24 Berry","review_00019","literally perfect product buat bikin lip blurring yang matte dan super soft itu. ini waktu di applly ke bibir ringan banget! enggak ganjel suka deh! aarnannya juga cantik cocok dijadikan ombre lips hihi! tinggal dicomboin sama lipgloos uh perfecto","2026-04-01T12:08:28.991092Z"
309,"6","2026-04-03T13:33:30.655256Z",20,"[{""end"":15,""text"":""Harganya murahh"",""start"":0,""labels"":[""PRICE-positive""]},{""end"":241,""text"":""langsung menempel ke bibir"",""start"":215,""labels"":[""TEXTURE-positive""]},{""end"":288,""text"":""packaging nya juga mewah"",""start"":264,""labels"":[""NO-ASPECT""]}]",75.064,"Omg","Oh My Glam Mattelast Lip Cream",27500,"24 Berry","review_00020","Harganya murahh buat kaum mendang mending kayak aku wkwkwk, warnanya bagus buat omre btw aku pakai shade cappucino sama ekspreso, shade cappucino bisa dipakai tanpa harus omre, dan ekspreso bisa di omre bagus bgtt, langsung menempel ke bibir enggak transferproof, packaging nya juga mewah","2026-04-03T13:33:30.655264Z"
58,"7","2026-04-02T06:53:55.630056Z",20,"[{""end"":15,""text"":""Harganya murahh"",""start"":0,""labels"":[""PRICE-positive""]},{""end"":262,""text"":""langsung menempel ke bibir enggak transferproof"",""start"":215,""labels"":[""TEXTURE-positive""]}]",56.163,"Omg","Oh My Glam Mattelast Lip Cream",27500,"24 Berry","review_00020","Harganya murahh buat kaum mendang mending kayak aku wkwkwk, warnanya bagus buat omre btw aku pakai shade cappucino sama ekspreso, shade cappucino bisa dipakai tanpa harus omre, dan ekspreso bisa di omre bagus bgtt, langsung menempel ke bibir enggak transferproof, packaging nya juga mewah","2026-04-02T06:53:55.630108Z"
21,"1","2026-04-01T12:09:15.553012Z",20,"[{""end"":15,""text"":""Harganya murahh"",""start"":0,""labels"":[""PRICE-positive""]},{""end"":262,""text"":"" langsung menempel ke bibir enggak transferproof"",""start"":214,""labels"":[""LONGEVITY-positive""]}]",36.958,"Omg","Oh My Glam Mattelast Lip Cream",27500,"24 Berry","review_00020","Harganya murahh buat kaum mendang mending kayak aku wkwkwk, warnanya bagus buat omre btw aku pakai shade cappucino sama ekspreso, shade cappucino bisa dipakai tanpa harus omre, dan ekspreso bisa di omre bagus bgtt, langsung menempel ke bibir enggak transferproof, packaging nya juga mewah","2026-04-01T12:09:15.553031Z"
331,"6","2026-04-03T13:41:28.189227Z",29,"[{""end"":95,""text"":""murah tapi enggak murahan"",""start"":70,""labels"":[""PRICE-positive""]},{""end"":179,""text"":""teksturnya yang gampang banget di blend"",""start"":140,""labels"":[""TEXTURE-positive""]}]",19.212,"Omg","Oh My Glam Mattelast Lip Cream",27500,"24 Berry","review_00029","Siapapun yang lagi cari Lip cream yang paling mantul,paling worth it, murah tapi enggak murahan cocok banget dibikin ombre kayak gimnapun.. teksturnya yang gampang banget di blend, bagus bagus banget shade nya lip cream OMG 🥰🥰 pleasee harus cobainn","2026-04-03T13:41:28.189236Z"
67,"7","2026-04-02T07:11:23.205953Z",29,"[{""end"":96,""text"":""murah tapi enggak murahan "",""start"":70,""labels"":[""PRICE-positive""]},{""end"":179,""text"":""teksturnya yang gampang banget di blend"",""start"":140,""labels"":[""TEXTURE-positive""]}]",26.133,"Omg","Oh My Glam Mattelast Lip Cream",27500,"24 Berry","review_00029","Siapapun yang lagi cari Lip cream yang paling mantul,paling worth it, murah tapi enggak murahan cocok banget dibikin ombre kayak gimnapun.. teksturnya yang gampang banget di blend, bagus bagus banget shade nya lip cream OMG 🥰🥰 pleasee harus cobainn","2026-04-02T07:11:23.205986Z"
30,"1","2026-04-02T05:54:47.633715Z",29,"[{""end"":95,""text"":""murah tapi enggak murahan"",""start"":70,""labels"":[""PRICE-positive""]},{""end"":179,""text"":""teksturnya yang gampang banget di blend"",""start"":140,""labels"":[""TEXTURE-positive""]}]",22.373,"Omg","Oh My Glam Mattelast Lip Cream",27500,"24 Berry","review_00029","Siapapun yang lagi cari Lip cream yang paling mantul,paling worth it, murah tapi enggak murahan cocok banget dibikin ombre kayak gimnapun.. teksturnya yang gampang banget di blend, bagus bagus banget shade nya lip cream OMG 🥰🥰 pleasee harus cobainn","2026-04-02T05:54:47.633724Z"
333,"6","2026-04-03T13:42:02.494870Z",30,"[{""end"":171,""text"":""Tekstur: seperti lip cream pada umumnya"",""start"":132,""labels"":[""NO-ASPECT""]},{""end"":185,""text"":""Feels: ringan"",""start"":172,""labels"":[""TEXTURE-positive""]},{""end"":204,""text"":""Transferproof: yes"",""start"":186,""labels"":[""LONGEVITY-positive""]}]",28.007,"Omg","Oh My Glam Mattelast Lip Cream",27500,"24 Berry","review_00030","Another shades dari shades terbaru yang mereka launching yang aku berpikir enggak bakal suka eh tapi ternyata bikin aku jatuh cinta Tekstur: seperti lip cream pada umumnya Feels: ringan Transferproof: yes Shade: berry ini termasuk shade cool tone merah+pink+ungu agak deep dalam 1 shade. Cocok banget untuk dijadikan inner ombre. Kalau pecinta deep shade lip, kalian bisa banget mencoba shade Berry ini","2026-04-03T13:42:02.494879Z"
68,"7","2026-04-02T07:13:31.594508Z",30,"[{""end"":171,""text"":""Tekstur: seperti lip cream pada umumnya"",""start"":132,""labels"":[""TEXTURE-neutral""]},{""end"":185,""text"":""Feels: ringan"",""start"":172,""labels"":[""TEXTURE-positive""]},{""end"":204,""text"":""Transferproof: yes"",""start"":186,""labels"":[""LONGEVITY-positive""]}]",120.775,"Omg","Oh My Glam Mattelast Lip Cream",27500,"24 Berry","review_00030","Another shades dari shades terbaru yang mereka launching yang aku berpikir enggak bakal suka eh tapi ternyata bikin aku jatuh cinta Tekstur: seperti lip cream pada umumnya Feels: ringan Transferproof: yes Shade: berry ini termasuk shade cool tone merah+pink+ungu agak deep dalam 1 shade. Cocok banget untuk dijadikan inner ombre. Kalau pecinta deep shade lip, kalian bisa banget mencoba shade Berry ini","2026-04-02T07:13:31.594538Z"
